Tipo_aviso;Estado;Prioridad;Incidente;Estructura;Creacion;Inicio;Cierre;Serie;Norte;Este;Depto;Municipio;Vereda;Cia
CONSTRUCCIONES;INIC GEAM;Tres años;2416234;19870292;2018-03-17 00:00:00;2018-03-29 00:00:00;1970-01-01 00:00:00;16662;629104,0558;641410,6363;NARIÑO;PASTO;MORASURCO;Azul
CONSTRUCCIONES;INIC GEAM;Tres años;2416204;19870292;2018-03-17 00:00:00;2018-03-29 00:00:00;1970-01-01 00:00:00;16662;629104,0558;641410,6363;NARIÑO;PASTO;MORASURCO;Azul
CONSTRUCCIONES;INIC GERE;Seis años;1335661;19870292;2011-08-06 00:00:00;2011-08-06 00:00:00;2017-11-18 00:00:00;16662;629104,0558;641410,6363;NARIÑO;PASTO;MORASURCO;Azul
CONSTRUCCIONES;INIC GERE;Seis años;1335661;19870292;2011-08-06 00:00:00;2017-11-09 00:00:00;2017-11-18 00:00:00;16662;629104,0558;641410,6363;NARIÑO;PASTO;MORASURCO;Azul
VEGETACIÓN;INIC GEAM;Dos años;2368379;19870292;2019-04-12 00:00:00;2019-04-12 00:00:00;1970-01-01 00:00:00;16662;629104,0558;641410,6363;NARIÑO;PASTO;MORASURCO;Azul
VEGETACIÓN;INIC GEAM;Dos años;2368416;19870292;2019-04-12 00:00:00;2019-04-12 00:00:00;1970-01-01 00:00:00;16662;629104,0558;641410,6363;NARIÑO;PASTO;MORASURCO;Azul
CONSTRUCCIONES;INIC GEAM;Seis años;1063974;19895061;2013-01-24 00:00:00;2013-01-24 00:00:00;1970-01-01 00:00:00;15523;857289,1452;728389,9031;VALLE DEL CAUCA;CALI;CASCAJAL;Azul
CONSTRUCCIONES;INIC GERE;Semestre;1014423;19895061;2017-05-25 00:00:00;2017-11-16 00:00:00;2017-12-10 00:00:00;15523;857289,1452;728389,9031;VALLE DEL CAUCA;CALI;CASCAJAL;Azul
CONSTRUCCIONES;INIC GERE;Semestre;1014423;19895061;2017-05-25 00:00:00;2017-05-25 00:00:00;2017-12-10 00:00:00;15523;857289,1452;728389,9031;VALLE DEL CAUCA;CALI;CASCAJAL;Azul
VEGETACIÓN;INIC GERE;Semestre;1693231;19895061;2008-12-08 00:00:00;2008-12-08 00:00:00;2009-06-06 00:00:00;15523;857289,1452;728389,9031;VALLE DEL CAUCA;CALI;CASCAJAL;Azul
VEGETACIÓN;INIC GERE;Semestre;1677243;19895061;2009-05-26 00:00:00;2009-05-27 00:00:00;2010-02-18 00:00:00;15523;857289,1452;728389,9031;VALLE DEL CAUCA;CALI;CASCAJAL;Azul
CONSTRUCCIONES;PLAN GEAM REAN;Seis años;1749584;19895060;2007-09-13 00:00:00;2007-09-13 00:00:00;1970-01-01 00:00:00;15524;857800,1417;728628,2489;VALLE DEL CAUCA;CALI;CASCAJAL;Azul
VEGETACIÓN;INIC ENPT GERE;Semestre;1049809;19895060;2013-05-05 00:00:00;2013-05-05 00:00:00;2013-10-06 00:00:00;15524;857800,1417;728628,2489;VALLE DEL CAUCA;CALI;CASCAJAL;Azul
VEGETACIÓN;INIC GERE;Mes;1609986;19878330;2010-11-10 00:00:00;2010-11-12 00:00:00;2011-03-04 00:00:00;13785;1034094,643;823538,8155;RISARALDA;SANTA ROSA DE CABAL;EL CHUZO;Azul
VEGETACIÓN;INIC GERE PRER;Año;2413216;19878330;2018-04-21 00:00:00;2018-06-14 00:00:00;2018-09-12 00:00:00;13785;1034094,643;823538,8155;RISARALDA;SANTA ROSA DE CABAL;EL CHUZO;Azul
VEGETACIÓN;INIC GERE PRER;Año;2413216;19878330;2018-04-21 00:00:00;2018-04-22 00:00:00;2018-09-12 00:00:00;13785;1034094,643;823538,8155;RISARALDA;SANTA ROSA DE CABAL;EL CHUZO;Azul
VEGETACIÓN;INIC GERE;Año;2433570;19878330;2017-11-10 00:00:00;2017-12-03 00:00:00;2017-12-11 00:00:00;13785;1034094,643;823538,8155;RISARALDA;SANTA ROSA DE CABAL;EL CHUZO;Azul
VEGETACIÓN;INIC GERE;Año;2433570;19878330;2017-11-10 00:00:00;2017-11-10 00:00:00;2017-12-11 00:00:00;13785;1034094,643;823538,8155;RISARALDA;SANTA ROSA DE CABAL;EL CHUZO;Azul
VEGETACIÓN;INIC GERE;Año;1109380;19878299;2012-07-07 00:00:00;2012-07-08 00:00:00;2013-03-09 00:00:00;13776;1046993,599;815963,6119;RISARALDA;MARSELLA;BUENA VISTA;Azul
VEGETACIÓN;INIC GERE;Año;2413199;19878299;2018-04-21 00:00:00;2018-07-18 00:00:00;2019-01-31 00:00:00;13776;1046993,599;815963,6119;RISARALDA;MARSELLA;BUENA VISTA;Azul
VEGETACIÓN;INIC GERE;Año;2413199;19878299;2018-04-21 00:00:00;2018-04-22 00:00:00;2019-01-31 00:00:00;13776;1046993,599;815963,6119;RISARALDA;MARSELLA;BUENA VISTA;Azul
CONSTRUCCIONES;INIC GEAM;Seis años;1395188;19895058;2011-06-05 00:00:00;2018-01-31 00:00:00;1970-01-01 00:00:00;15526;858873,5031;729129,0401;VALLE DEL CAUCA;CALI;CASCAJAL;Azul
CONSTRUCCIONES;INIC GEAM;Seis años;1395188;19895058;2011-06-05 00:00:00;2011-06-05 00:00:00;1970-01-01 00:00:00;15526;858873,5031;729129,0401;VALLE DEL CAUCA;CALI;CASCAJAL;Azul
VEGETACIÓN;CTER GERE;Año;2973353;19895058;2014-01-10 00:00:00;2014-01-11 00:00:00;2015-10-02 00:00:00;15526;858873,5031;729129,0401;VALLE DEL CAUCA;CALI;CASCAJAL;Azul
VEGETACIÓN;INIC GEAM GERE;Dos años;2502460;19894016;2016-01-27 00:00:00;2016-02-28 00:00:00;2016-12-09 00:00:00;17613;1054908,595;817271,4143;CALDAS;RISARALDA;ALTO DE ARAUCA;Azul
VEGETACIÓN;INIC GEAM;sin_prioridad;2502458;19894016;2016-01-27 00:00:00;2016-01-27 00:00:00;2016-01-27 00:00:00;17613;1054908,595;817271,4143;CALDAS;RISARALDA;ALTO DE ARAUCA;Azul
VEGETACIÓN;CTER GERE;Mes;2513902;19895165;2015-10-24 00:00:00;2015-10-24 00:00:00;2015-12-13 00:00:00;15602;804039,5683;720671,6495;CAUCA;PIENDAMÓ;CAÑA DULCE;Azul
CONSTRUCCIONES;INIC GERE;Dos años;2973221;19895165;2014-01-09 00:00:00;2014-01-12 00:00:00;2014-06-08 00:00:00;15602;804039,5683;720671,6495;CAUCA;PIENDAMÓ;CAÑA DULCE;Azul
VEGETACIÓN;INIC COND GEAM CO19 GERE;Semestre;2529008;19893704;2015-07-02 00:00:00;2015-07-02 00:00:00;2016-08-14 00:00:00;15378;1055740,739;817894,1957;CALDAS;RISARALDA;ALTO DE ARAUCA;Azul
VEGETACIÓN;INIC COND GEAM GERE;Año;2525477;19893703;2015-07-27 00:00:00;2015-07-27 00:00:00;2016-12-09 00:00:00;15379;1055337,941;817689,6338;CALDAS;RISARALDA;ALTO DE ARAUCA;Azul
CONSTRUCCIONES;INIC GEAM REAN;Seis años;1714155;19893703;2008-07-16 00:00:00;2008-07-16 00:00:00;1970-01-01 00:00:00;15379;1055337,941;817689,6338;CALDAS;RISARALDA;ALTO DE ARAUCA;Azul
VEGETACIÓN;INIC GERE;Mes;1723038;19893703;2008-03-01 00:00:00;2008-03-01 00:00:00;2008-08-02 00:00:00;15379;1055337,941;817689,6338;CALDAS;RISARALDA;ALTO DE ARAUCA;Azul
VEGETACIÓN;CTER CO19 GERE;Tres años;2562451;19895211;2014-10-17 00:00:00;2014-10-17 00:00:00;2017-09-12 00:00:00;15551;780767,8558;719133,8572;CAUCA;CAJIBÍO;CAJIBIO;Azul
VEGETACIÓN;INIC GERE;Semestre;1684741;19895211;2009-02-14 00:00:00;2009-02-14 00:00:00;2009-10-29 00:00:00;15551;780767,8558;719133,8572;CAUCA;CAJIBÍO;CAJIBIO;Azul
VEGETACIÓN;COPL GERE;Trimestre;1135308;19895211;2012-02-05 00:00:00;2012-02-05 00:00:00;2012-06-16 00:00:00;15551;780767,8558;719133,8572;CAUCA;CAJIBÍO;CAJIBIO;Azul
VEGETACIÓN;INIC REAN GERE;Tres años;1023999;19870188;2017-03-20 00:00:00;2017-03-20 00:00:00;2017-08-19 00:00:00;16766;593513,8204;607262,1733;NARIÑO;PUPIALES;VEREDA SAN MARCOS;Azul
VEGETACIÓN;INIC REAN GERE;Tres años;1023999;19870188;2017-03-20 00:00:00;2017-06-28 00:00:00;2017-08-19 00:00:00;16766;593513,8204;607262,1733;NARIÑO;PUPIALES;VEREDA SAN MARCOS;Azul
CONSTRUCCIONES;INIC GEAM;Dos años;2545211;19870188;2015-05-13 00:00:00;2015-05-13 00:00:00;2017-02-24 00:00:00;16766;593513,8204;607262,1733;NARIÑO;PUPIALES;VEREDA SAN MARCOS;Azul
VEGETACIÓN;INIC GEAM GERE;Año;2395810;19894178;2018-09-01 00:00:00;2018-09-01 00:00:00;1970-01-01 00:00:00;11548;1048095,7;840634,6495;CALDAS;VILLAMARIA;TEJARES;Azul
VEGETACIÓN;INIC GEAM GERE;Año;2395810;19894178;2018-09-01 00:00:00;2019-04-27 00:00:00;1970-01-01 00:00:00;11548;1048095,7;840634,6495;CALDAS;VILLAMARIA;TEJARES;Azul
CONSTRUCCIONES;INIC REAN GERE;Año;2495120;19894178;2016-04-13 00:00:00;2016-04-13 00:00:00;2016-10-13 00:00:00;11548;1048095,7;840634,6495;CALDAS;VILLAMARIA;TEJARES;Azul
INVASIÓN/EXPLANACION ;INIC GERE;Semestre;2419230;19894178;2018-02-17 00:00:00;2018-02-17 00:00:00;1970-01-01 00:00:00;11548;1048095,7;840634,6495;CALDAS;VILLAMARIA;TEJARES;Azul
INVASIÓN/EXPLANACION ;INIC GERE;Semestre;2419230;19894178;2018-02-17 00:00:00;2018-09-15 00:00:00;1970-01-01 00:00:00;11548;1048095,7;840634,6495;CALDAS;VILLAMARIA;TEJARES;Azul
CONSTRUCCIONES;INIC GERE;Trimestre;1134579;19894178;2012-02-17 00:00:00;2012-02-17 00:00:00;2012-04-12 00:00:00;11548;1048095,7;840634,6495;CALDAS;VILLAMARIA;TEJARES;Azul
VEGETACIÓN;INIC COND GERE;Semestre;2529975;19878308;2015-06-25 00:00:00;2015-06-25 00:00:00;2016-05-05 00:00:00;14425;1043494,799;817482,4186;RISARALDA;MARSELLA;EL KIOSKO;Azul
VEGETACIÓN;INIC GERE;Año;2394799;19878308;2018-09-15 00:00:00;2018-11-18 00:00:00;2019-01-31 00:00:00;14425;1043494,799;817482,4186;RISARALDA;MARSELLA;EL KIOSKO;Azul
VEGETACIÓN;INIC GERE;Año;2394799;19878308;2018-09-15 00:00:00;2018-09-15 00:00:00;2019-01-31 00:00:00;14425;1043494,799;817482,4186;RISARALDA;MARSELLA;EL KIOSKO;Azul
VEGETACIÓN;INIC GERE PRER;Dos años;2413204;19878308;2018-04-21 00:00:00;2018-04-22 00:00:00;2018-09-22 00:00:00;14425;1043494,799;817482,4186;RISARALDA;MARSELLA;EL KIOSKO;Azul
VEGETACIÓN;INIC GERE PRER;Dos años;2413204;19878308;2018-04-21 00:00:00;2018-05-18 00:00:00;2018-09-22 00:00:00;14425;1043494,799;817482,4186;RISARALDA;MARSELLA;EL KIOSKO;Azul
VEGETACIÓN;CTER GERE;Año;2742038;19895363;2014-03-12 00:00:00;2014-03-12 00:00:00;2014-10-01 00:00:00;24268;765966;772580,1875;CAUCA;INZA;CORDOBA;Azul
VEGETACIÓN;CTER GERE;Año;2971291;19880406;2014-02-08 00:00:00;2014-02-15 00:00:00;2016-07-27 00:00:00;7709;915807,6206;738611,6511;VALLE DEL CAUCA;YOTOCO;BUENOSAIRES;Azul
INVASIÓN/EXPLANACION;CTER GERE;Trimestre;1033178;19879953;2016-12-15 00:00:00;2016-12-15 00:00:00;2017-04-07 00:00:00;12643;1039721,021;807593,7737;CALDAS;BELALCÁZAR;LA PALOMA;Azul
CONSTRUCCIONES;INIC GEAM;Mes;2399469;19879953;2018-07-11 00:00:00;2018-07-19 00:00:00;1970-01-01 00:00:00;12643;1039721,021;807593,7737;CALDAS;BELALCÁZAR;LA PALOMA;Azul
VEGETACIÓN;INIC TAMB GERE PRER;Tres años;2511414;19880404;2015-11-13 00:00:00;2015-11-13 00:00:00;2018-05-23 00:00:00;7711;915061,4869;737824,0204;VALLE DEL CAUCA;YOTOCO;HATOVIEJO;Azul
CONSTRUCCIONES;INIC GERE;Seis años;2557741;19895235;2015-01-04 00:00:00;2015-01-04 00:00:00;2017-07-29 00:00:00;15544;768975,2309;719929,6259;CAUCA;POPAYÁN;LA REJOYA;Azul
CONSTRUCCIONES;INIC GERE;Seis años;2557741;19895235;2015-01-04 00:00:00;2017-07-28 00:00:00;2017-07-29 00:00:00;15544;768975,2309;719929,6259;CAUCA;POPAYÁN;LA REJOYA;Azul
VEGETACIÓN;INIC COND GERE;Semestre;2472629;19895235;2016-10-13 00:00:00;2016-10-13 00:00:00;2017-03-09 00:00:00;15544;768975,2309;719929,6259;CAUCA;POPAYÁN;LA REJOYA;Azul
VEGETACIÓN;INIC COND GERE;Dos años;2477064;19880016;2016-08-25 00:00:00;2016-08-25 00:00:00;2018-10-11 00:00:00;12581;1064751,315;820759,3253;CALDAS;ANSERMA;ALEJANDRÍA;Azul
VEGETACIÓN;CTER GERE;Año;2591436;19894569;2014-05-09 00:00:00;2014-05-10 00:00:00;2015-04-22 00:00:00;17870;1046011,33;814545,9536;RISARALDA;MARSELLA;LA MIRANDA;Azul
VEGETACIÓN;INIC GERE;Dos años;2406772;19894569;2018-06-07 00:00:00;2018-06-07 00:00:00;2019-01-31 00:00:00;17870;1046011,33;814545,9536;RISARALDA;MARSELLA;LA MIRANDA;Azul
VEGETACIÓN;INIC GERE;Dos años;2406772;19894569;2018-06-07 00:00:00;2018-08-16 00:00:00;2019-01-31 00:00:00;17870;1046011,33;814545,9536;RISARALDA;MARSELLA;LA MIRANDA;Azul
VEGETACIÓN;CTER COND TAMB CO19 GERE;Seis años;1122881;19894594;2012-04-26 00:00:00;2012-04-26 00:00:00;2019-05-09 00:00:00;4344;893928,7845;733817,931;VALLE DEL CAUCA;YUMBO;MANGA VIEJA;Azul
VEGETACIÓN;CTER GERE;Semestre;1702776;19895249;2008-10-23 00:00:00;2008-10-23 00:00:00;2014-10-18 00:00:00;24360;768043;724737,9375;CAUCA;POPAYÁN;LAS PIEDRAS;Azul
CONSTRUCCIONES;INIC GEAM;Mes;2473270;19895215;2016-10-02 00:00:00;2016-10-02 00:00:00;1970-01-01 00:00:00;15547;778566,8745;719029,2314;CAUCA;CAJIBÍO;LA CAPILLA;Azul
VEGETACIÓN;INIC GERE;Trimestre;1135309;19895215;2012-02-05 00:00:00;2012-02-05 00:00:00;2012-05-26 00:00:00;15547;778566,8745;719029,2314;CAUCA;CAJIBÍO;LA CAPILLA;Azul
VEGETACIÓN;CTER GERE;Semestre;1699948;19880677;2008-11-20 00:00:00;2008-11-20 00:00:00;2009-03-06 00:00:00;7440;1028713,763;801995,4073;RISARALDA;PEREIRA;CAIMALITO;Azul
VEGETACIÓN;INIC GERE PRER;Año;2421270;19880677;2018-01-24 00:00:00;2018-01-24 00:00:00;2018-05-10 00:00:00;7440;1028713,763;801995,4073;RISARALDA;PEREIRA;CAIMALITO;Azul
VEGETACIÓN;INIC GERE PRER;Año;2421270;19880677;2018-01-24 00:00:00;2018-02-14 00:00:00;2018-05-10 00:00:00;7440;1028713,763;801995,4073;RISARALDA;PEREIRA;CAIMALITO;Azul
VEGETACIÓN;INIC GERE;Mes;1768238;19880677;2007-03-16 00:00:00;2007-03-16 00:00:00;2007-06-13 00:00:00;7440;1028713,763;801995,4073;RISARALDA;PEREIRA;CAIMALITO;Azul
VEGETACIÓN;INIC GEAM TAMB;Año;2416997;19795263;2018-03-08 00:00:00;2018-04-05 00:00:00;1970-01-01 00:00:00;16794;586551,8381;602713,2356;NARIÑO;IPIALES;LAS ANIMAS;Azul
VEGETACIÓN;INIC GEAM TAMB;Año;2416997;19795263;2018-03-08 00:00:00;2018-03-16 00:00:00;1970-01-01 00:00:00;16794;586551,8381;602713,2356;NARIÑO;IPIALES;LAS ANIMAS;Azul
VEGETACIÓN;INIC GERE;Año;1022403;19894974;2017-04-02 00:00:00;2017-04-02 00:00:00;1970-01-01 00:00:00;7376;1043503,234;813385,3054;RISARALDA;MARSELLA;LA MIRANDA;Azul
VEGETACIÓN;INIC GERE;Año;1022403;19894974;2017-04-02 00:00:00;2017-11-29 00:00:00;1970-01-01 00:00:00;7376;1043503,234;813385,3054;RISARALDA;MARSELLA;LA MIRANDA;Azul
PERMISO INGRESO;CTER CO19 GERE;Tres años;2514457;19894918;2015-10-17 00:00:00;2017-09-13 00:00:00;2017-10-27 00:00:00;4379;1020979,563;799687,6165;RISARALDA;PEREIRA;PUERTO CALDAS;Azul
PERMISO INGRESO;CTER CO19 GERE;Tres años;2514457;19894918;2015-10-17 00:00:00;2015-10-17 00:00:00;2017-10-27 00:00:00;4379;1020979,563;799687,6165;RISARALDA;PEREIRA;PUERTO CALDAS;Azul
PERMISO INGRESO;INIC GERE;Dos años;2451144;19895260;2017-06-30 00:00:00;2017-07-28 00:00:00;2017-10-07 00:00:00;24349;768556;729598,625;CAUCA;POPAYÁN;LAS PIEDRAS;Azul
PERMISO INGRESO;INIC GERE;Dos años;2451144;19895260;2017-06-30 00:00:00;2017-06-30 00:00:00;2017-10-07 00:00:00;24349;768556;729598,625;CAUCA;POPAYÁN;LAS PIEDRAS;Azul
CONSTRUCCIONES;INIC GERE;Seis años;1134928;19895210;2012-02-11 00:00:00;2012-02-11 00:00:00;2015-12-16 00:00:00;15552;781250,9934;719150,0261;CAUCA;CAJIBÍO;CAJIBIO;Azul
CONSTRUCCIONES;INIC GERE;Trimestre;1014502;19895209;2017-05-25 00:00:00;2017-05-27 00:00:00;2017-05-27 00:00:00;15553;781905,7018;719185,071;CAUCA;CAJIBÍO;CAJIBIO;Azul
CONSTRUCCIONES;INIC GERE;Trimestre;1014502;19895209;2017-05-25 00:00:00;2017-05-25 00:00:00;2017-05-27 00:00:00;15553;781905,7018;719185,071;CAUCA;CAJIBÍO;CAJIBIO;Azul
CONSTRUCCIONES;INIC GERE;Año;1618896;19895234;2010-09-24 00:00:00;2010-09-24 00:00:00;2010-11-28 00:00:00;15555;769453,0619;719797,1285;CAUCA;POPAYÁN;LA REJOYA;Azul
VEGETACIÓN;INIC GERE;Trimestre;1041044;19895234;2013-06-27 00:00:00;2013-06-27 00:00:00;2014-03-01 00:00:00;15555;769453,0619;719797,1285;CAUCA;POPAYÁN;LA REJOYA;Azul
VEGETACIÓN;INIC GEAM GERE;Trimestre;2430962;19894376;2017-11-18 00:00:00;2017-11-18 00:00:00;2018-08-28 00:00:00;17947;960543,0278;756164,3114;VALLE DEL CAUCA;TRUJILLO;HUASANO;Azul
VEGETACIÓN;INIC GEAM GERE;Trimestre;2430962;19894376;2017-11-18 00:00:00;2018-07-18 00:00:00;2018-08-28 00:00:00;17947;960543,0278;756164,3114;VALLE DEL CAUCA;TRUJILLO;HUASANO;Azul
VEGETACIÓN;INIC GERE;Trimestre;2557743;19895236;2015-01-04 00:00:00;2015-01-04 00:00:00;2016-06-18 00:00:00;15440;768515,0812;720053,7587;CAUCA;POPAYÁN;SAN BERNARDINO;Azul
INVASIÓN/EXPLANACION;INIC COND GERE;Semestre;2433811;19895236;2017-11-08 00:00:00;2018-10-26 00:00:00;2019-03-13 00:00:00;15440;768515,0812;720053,7587;CAUCA;POPAYÁN;SAN BERNARDINO;Azul
INVASIÓN/EXPLANACION;INIC COND GERE;Semestre;2433811;19895236;2017-11-08 00:00:00;2017-11-08 00:00:00;2019-03-13 00:00:00;15440;768515,0812;720053,7587;CAUCA;POPAYÁN;SAN BERNARDINO;Azul
VEGETACIÓN;CPRO CO19 GERE;Año;2495156;19895278;2016-04-12 00:00:00;2016-04-12 00:00:00;2016-07-23 00:00:00;24091;768684;738862,75;CAUCA;TOTORÓ;LA PALIZADA;Azul
VEGETACIÓN;CTER GEAM GPRE;Seis años;1060990;19893720;2013-02-09 00:00:00;2017-10-20 00:00:00;2018-08-10 00:00:00;15362;1062187,029;820694,6498;CALDAS;ANSERMA;ALEJANDRÍA;Azul
VEGETACIÓN;CTER GEAM GPRE;Seis años;1060990;19893720;2013-02-09 00:00:00;2013-02-09 00:00:00;2018-08-10 00:00:00;15362;1062187,029;820694,6498;CALDAS;ANSERMA;ALEJANDRÍA;Azul
VEGETACIÓN;INIC COND GERE;Semestre;2459899;19894502;2017-06-01 00:00:00;2017-08-18 00:00:00;2017-12-21 00:00:00;17883;1026096,046;791198,3592;VALLE DEL CAUCA;ANSERMANUEVO;CALABAZAS;Azul
VEGETACIÓN;INIC COND GERE;Semestre;2459899;19894502;2017-06-01 00:00:00;2017-06-01 00:00:00;2017-12-21 00:00:00;17883;1026096,046;791198,3592;VALLE DEL CAUCA;ANSERMANUEVO;CALABAZAS;Azul
CONSTRUCCIONES;INIC GEAM;Tres años;1749592;19895203;2007-09-13 00:00:00;2007-09-13 00:00:00;2013-12-28 00:00:00;15560;785229,617;719236,3188;CAUCA;CAJIBÍO;CAJIBIO;Azul
CONSTRUCCIONES;INIC GEAM;Tres años;1134657;19895203;2012-02-16 00:00:00;2012-02-19 00:00:00;2013-12-29 00:00:00;15560;785229,617;719236,3188;CAUCA;CAJIBÍO;CAJIBIO;Azul
VEGETACIÓN;COPL GERE;Año;1043593;19895207;2013-06-09 00:00:00;2013-06-09 00:00:00;2014-07-23 00:00:00;15556;782970,8724;719232,7562;CAUCA;CAJIBÍO;CAJIBIO;Azul
VEGETACIÓN;CTER GERE;Semestre;1727190;19895207;2008-01-03 00:00:00;2008-01-03 00:00:00;2009-01-18 00:00:00;15556;782970,8724;719232,7562;CAUCA;CAJIBÍO;CAJIBIO;Azul
VEGETACIÓN;CTER GEAM;Semestre;1043592;19895207;2013-06-09 00:00:00;2013-06-09 00:00:00;2014-03-20 00:00:00;15556;782970,8724;719232,7562;CAUCA;CAJIBÍO;CAJIBIO;Azul
VEGETACIÓN;INIC GERE;Trimestre;1135243;19895207;2012-02-08 00:00:00;2012-02-08 00:00:00;2012-06-20 00:00:00;15556;782970,8724;719232,7562;CAUCA;CAJIBÍO;CAJIBIO;Azul
VEGETACIÓN;INIC GEAM;Semestre;1674164;19895207;2009-07-02 00:00:00;2009-07-02 00:00:00;2009-12-27 00:00:00;15556;782970,8724;719232,7562;CAUCA;CAJIBÍO;CAJIBIO;Azul
CONSTRUCCIONES;INIC GEAM;Seis años;2529320;19895198;2015-06-28 00:00:00;2015-06-28 00:00:00;1970-01-01 00:00:00;15565;788389,19;719318,1447;CAUCA;PIENDAMÓ;EL CARMEN;Azul
VEGETACIÓN;CTER CO19 GERE;Trimestre;2554503;19895299;2015-02-07 00:00:00;2015-02-07 00:00:00;2016-07-10 00:00:00;24332;768391;748481,3126;CAUCA;TOTORÓ;CARMEN DE SABALETAS;Azul
VEGETACIÓN;INIC REAN GERE;Semestre;1028026;19895299;2017-02-11 00:00:00;2018-11-04 00:00:00;2018-12-15 00:00:00;24332;768391;748481,3126;CAUCA;TOTORÓ;CARMEN DE SABALETAS;Azul
VEGETACIÓN;INIC REAN GERE;Semestre;1028026;19895299;2017-02-11 00:00:00;2017-02-11 00:00:00;2018-12-15 00:00:00;24332;768391;748481,3126;CAUCA;TOTORÓ;CARMEN DE SABALETAS;Azul
VEGETACIÓN;CTER GEAM REAN AMPO CO19 PRER;Seis años;2583172;19894451;2014-05-18 00:00:00;2014-05-18 00:00:00;1970-01-01 00:00:00;18062;1002067,625;776521,5625;VALLE DEL CAUCA;TORO;LA QUIEBRA;Azul
VEGETACIÓN;CTER GEAM REAN AMPO CO19 PRER;Seis años;2583172;19894451;2014-05-18 00:00:00;2017-10-20 00:00:00;1970-01-01 00:00:00;18062;1002067,625;776521,5625;VALLE DEL CAUCA;TORO;LA QUIEBRA;Azul
PERMISO INGRESO;CTER ENPT GERE;Año;1122445;19894451;2012-04-28 00:00:00;2012-04-28 00:00:00;2012-10-21 00:00:00;18062;1002067,625;776521,5625;VALLE DEL CAUCA;TORO;LA QUIEBRA;Azul
INVASIÓN/EXPLANACION ;INIC GERE;Seis años;1071789;19894451;2012-12-05 00:00:00;2012-12-05 00:00:00;2016-11-04 00:00:00;18062;1002067,625;776521,5625;VALLE DEL CAUCA;TORO;LA QUIEBRA;Azul
CONSTRUCCIONES;INIC GEAM;Dos años;1071788;19894451;2012-12-05 00:00:00;2012-12-05 00:00:00;2012-12-30 00:00:00;18062;1002067,625;776521,5625;VALLE DEL CAUCA;TORO;LA QUIEBRA;Azul
VEGETACIÓN;CTER COND CO19 GERE;Semestre;1066636;19894671;2012-12-30 00:00:00;2012-12-30 00:00:00;2016-06-11 00:00:00;3298;929095,1173;750369,1198;VALLE DEL CAUCA;BUGA;CHAMBIMBAL;Azul
VEGETACIÓN;CTER COND CO19 GERE PRER;Seis años;1036869;19880393;2013-07-07 00:00:00;2013-07-07 00:00:00;2018-02-21 00:00:00;7722;909776,611;736319,1167;VALLE DEL CAUCA;YOTOCO;HATOVIEJO;Azul
VEGETACIÓN;INIC GEAM;Dos años;1016491;19880393;2017-05-11 00:00:00;2017-05-12 00:00:00;2017-05-27 00:00:00;7722;909776,611;736319,1167;VALLE DEL CAUCA;YOTOCO;HATOVIEJO;Azul
VEGETACIÓN;INIC GEAM;Dos años;1016491;19880393;2017-05-11 00:00:00;2017-05-27 00:00:00;2017-05-27 00:00:00;7722;909776,611;736319,1167;VALLE DEL CAUCA;YOTOCO;HATOVIEJO;Azul
INVASIÓN/EXPLANACION;CTER GERE;Trimestre;1030360;19878310;2017-01-15 00:00:00;2017-01-15 00:00:00;2017-06-11 00:00:00;13774;1042674,985;817918,1298;RISARALDA;MARSELLA;EL KIOSKO;Azul
VEGETACIÓN;INIC GEAM;Año;1748841;19878310;2007-09-21 00:00:00;2007-09-21 00:00:00;2008-09-24 00:00:00;13774;1042674,985;817918,1298;RISARALDA;MARSELLA;EL KIOSKO;Azul
VEGETACIÓN;CPRO GERE;Año;1748840;19878310;2007-09-21 00:00:00;2007-09-21 00:00:00;2009-10-05 00:00:00;13774;1042674,985;817918,1298;RISARALDA;MARSELLA;EL KIOSKO;Azul
VEGETACIÓN;INIC GERE;Dos años;2401959;19878310;2018-07-07 00:00:00;2018-07-07 00:00:00;2019-01-31 00:00:00;13774;1042674,985;817918,1298;RISARALDA;MARSELLA;EL KIOSKO;Azul
VEGETACIÓN;INIC GERE PRER;Dos años;2421205;19878310;2018-01-24 00:00:00;2018-02-14 00:00:00;2018-05-19 00:00:00;13774;1042674,985;817918,1298;RISARALDA;MARSELLA;EL KIOSKO;Azul
