Tipo_aviso;Estado;Prioridad;Incidente;Estructura;Creacion;Inicio;Cierre
VEGETACIÓN;PLAN ENPT GEAM;Año;1055611;19892091;2013-03-22 00:00:00;2013-03-22 00:00:00;2015-01-02 00:00:00
VEGETACIÓN;INIC COND REAN GERE;Tres años;2557696;19866183;2015-01-04 00:00:00;2015-01-04 00:00:00;2016-12-14 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2973009;19889890;2014-01-18 00:00:00;2014-01-18 00:00:00;2014-12-11 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2580948;19879162;2014-06-08 00:00:00;2014-06-08 00:00:00;2015-03-12 00:00:00
VEGETACIÓN;INIC GERE;Año;2580950;19879162;2014-06-08 00:00:00;2014-06-08 00:00:00;2016-05-11 00:00:00
VEGETACIÓN;INIC ENPT GERE;Semestre;2580248;19891799;2014-06-18 00:00:00;2014-06-18 00:00:00;2015-11-21 00:00:00
VEGETACIÓN;INIC ENPT GERE;Trimestre;2580244;19873637;2014-06-18 00:00:00;2014-06-18 00:00:00;2015-07-09 00:00:00
VEGETACIÓN;PLAN ENPT GERE;Año;2976746;19874737;2013-11-28 00:00:00;2013-11-28 00:00:00;2015-10-10 00:00:00
VEGETACIÓN;INIC ENPT GERE;Trimestre;2569690;19891844;2014-09-04 00:00:00;2014-09-04 00:00:00;2015-06-25 00:00:00
VEGETACIÓN;PLAN COND ENPT GERE;Semestre;2647889;19892751;2014-04-23 00:00:00;2014-04-23 00:00:00;2015-01-30 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;1060950;19892750;2013-02-09 00:00:00;2013-02-09 00:00:00;2014-05-09 00:00:00
VEGETACIÓN;PLAN COND ENPT GERE;Trimestre;1060951;19892750;2013-02-09 00:00:00;2013-02-09 00:00:00;2015-01-30 00:00:00
VEGETACIÓN;INIC ENPT REAN GERE;Año;2569684;19879171;2014-09-04 00:00:00;2014-09-04 00:00:00;2015-10-09 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2569680;19879165;2014-09-04 00:00:00;2014-09-04 00:00:00;2015-11-23 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2583359;19892470;2014-05-17 00:00:00;2014-05-17 00:00:00;2015-11-21 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2972617;19892554;2014-01-24 00:00:00;2014-01-24 00:00:00;2014-11-21 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2972614;19892550;2014-01-24 00:00:00;2014-01-24 00:00:00;2014-11-21 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2580964;19879161;2014-06-08 00:00:00;2014-06-08 00:00:00;2015-03-12 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2580962;19879161;2014-06-08 00:00:00;2014-06-08 00:00:00;2015-03-12 00:00:00
VEGETACIÓN;INIC ENPT GERE;Semestre;1395194;19879161;2011-06-05 00:00:00;2011-06-05 00:00:00;2014-07-23 00:00:00
VEGETACIÓN;INIC ENPT GERE;Semestre;2580240;19891789;2014-06-18 00:00:00;2014-06-18 00:00:00;2015-07-18 00:00:00
VEGETACIÓN;INIC GERE;Trimestre;1288536;19892539;2011-09-25 00:00:00;2011-09-25 00:00:00;2014-05-22 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2562715;19891506;2014-10-09 00:00:00;2014-10-11 00:00:00;2016-09-10 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2986522;19892465;2013-07-19 00:00:00;2013-09-27 00:00:00;2015-01-02 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Trimestre;2580241;19891788;2014-06-18 00:00:00;2014-06-18 00:00:00;2015-07-09 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2971933;19883442;2014-02-01 00:00:00;2014-02-01 00:00:00;2015-11-28 00:00:00
VEGETACIÓN;INIC COND ENPT GERE;Semestre;2969464;19891501;2014-02-13 00:00:00;2014-02-13 00:00:00;2015-10-10 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2972888;19892531;2014-01-22 00:00:00;2014-01-22 00:00:00;2015-03-27 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2972854;19892531;2014-01-22 00:00:00;2014-01-22 00:00:00;2015-04-03 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2562669;19891497;2014-10-09 00:00:00;2014-10-11 00:00:00;2015-12-04 00:00:00
VEGETACIÓN;INIC GEAM PRER;Año;2972821;19892525;2014-01-22 00:00:00;2014-01-22 00:00:00;2016-09-08 00:00:00
VEGETACIÓN;INIC GERE;Año;2972782;19892525;2014-01-22 00:00:00;2014-01-22 00:00:00;2016-09-08 00:00:00
VEGETACIÓN;INIC GERE;Año;2563711;19892524;2014-10-04 00:00:00;2014-10-04 00:00:00;2015-10-11 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Trimestre;1234331;19892523;2011-11-06 00:00:00;2011-11-06 00:00:00;2016-07-06 00:00:00
VEGETACIÓN;INIC ENPT GERE;Trimestre;1234148;19892522;2011-11-09 00:00:00;2011-11-09 00:00:00;2014-05-23 00:00:00
VEGETACIÓN;PLAN GEAM REAN;Año;2563705;19892522;2014-10-04 00:00:00;2014-10-04 00:00:00;2015-11-23 00:00:00
VEGETACIÓN;INIC GERE;Año;1053140;19892518;2013-04-03 00:00:00;2013-04-03 00:00:00;2014-05-22 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2972777;19892516;2014-01-22 00:00:00;2014-01-22 00:00:00;2014-12-03 00:00:00
VEGETACIÓN;INIC GERE;Año;2972764;19892509;2014-01-22 00:00:00;2014-01-22 00:00:00;2014-07-27 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2972755;19892501;2014-01-22 00:00:00;2014-01-22 00:00:00;2014-05-23 00:00:00
VEGETACIÓN;PLAN ENPT GERE;Año;2583215;19892460;2014-05-18 00:00:00;2014-05-18 00:00:00;2015-11-22 00:00:00
VEGETACIÓN;PLAN ENPT GERE;Año;150352;19892459;2013-07-19 00:00:00;2013-07-19 00:00:00;2014-12-26 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2972165;19883364;2014-01-30 00:00:00;2014-01-30 00:00:00;2015-01-02 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2972163;19883363;2014-01-30 00:00:00;2014-01-30 00:00:00;2015-01-02 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2727162;19865951;2014-03-27 00:00:00;2014-03-27 00:00:00;2015-03-05 00:00:00
VEGETACIÓN;PLAN ENPT GERE;Año;2995123;19892492;2013-08-15 00:00:00;2013-08-15 00:00:00;2015-11-21 00:00:00
VEGETACIÓN;INIC ENPT GERE;Mes;1635394;19879160;2010-05-21 00:00:00;2010-05-21 00:00:00;2015-11-20 00:00:00
VEGETACIÓN;INIC ENPT REAN GERE;Año;2669985;19892243;2014-04-16 00:00:00;2014-04-16 00:00:00;2015-01-30 00:00:00
VEGETACIÓN;INIC GERE;Año;2555027;19892243;2014-04-16 00:00:00;2015-01-29 00:00:00;2015-12-06 00:00:00
VEGETACIÓN;INIC COND ENPT GERE PRER;Año;2492110;19892455;2016-05-12 00:00:00;2016-05-12 00:00:00;2018-05-10 00:00:00
VEGETACIÓN;PLAN ENPT GERE;Año;2647888;19892732;2014-04-23 00:00:00;2014-04-23 00:00:00;2015-02-01 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2742399;19892454;2014-03-08 00:00:00;2014-03-08 00:00:00;2015-06-10 00:00:00
VEGETACIÓN;INIC ENPT GERE;Trimestre;1293363;19874653;2011-09-21 00:00:00;2011-09-21 00:00:00;2014-06-07 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;1118456;19892448;2012-05-19 00:00:00;2012-05-19 00:00:00;2015-12-23 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;1118451;19892445;2012-05-19 00:00:00;2012-05-19 00:00:00;2015-03-20 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;1118447;19892444;2012-05-19 00:00:00;2012-05-19 00:00:00;2016-05-10 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Trimestre;1119476;19874644;2012-05-17 00:00:00;2012-05-17 00:00:00;2014-05-05 00:00:00
VEGETACIÓN;PLAN GEAM;Año;2969276;19892716;2014-02-15 00:00:00;2014-02-15 00:00:00;2016-04-20 00:00:00
VEGETACIÓN;PLAN ENPT GEAM;Año;2587319;19892768;2014-05-15 00:00:00;2014-05-15 00:00:00;2015-03-01 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2582258;19892427;2014-05-25 00:00:00;2014-05-25 00:00:00;2015-11-26 00:00:00
VEGETACIÓN;PLAN ENPT GERE;Año;1054276;19892206;2013-03-29 00:00:00;2013-03-29 00:00:00;2014-12-27 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;1491533;19892205;2011-03-11 00:00:00;2011-03-11 00:00:00;2016-02-28 00:00:00
VEGETACIÓN;PLAN ENPT GERE;Semestre;1060994;19892766;2013-02-09 00:00:00;2013-02-09 00:00:00;2015-02-01 00:00:00
VEGETACIÓN;PLAN ENPT GERE;Año;2973507;19892693;2014-01-05 00:00:00;2014-01-05 00:00:00;2015-01-30 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2582255;19892415;2014-05-25 00:00:00;2014-05-25 00:00:00;2015-06-10 00:00:00
VEGETACIÓN;INIC ENPT GERE;Seis años;1701878;19874613;2008-11-06 00:00:00;2008-11-06 00:00:00;2014-12-11 00:00:00
VEGETACIÓN;PLAN ENPT GERE;Año;2564748;19891982;2014-09-20 00:00:00;2014-09-20 00:00:00;2015-10-09 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2669918;19892185;2014-04-17 00:00:00;2014-04-21 00:00:00;2015-03-27 00:00:00
VEGETACIÓN;INIC GERE;Tres años;2550205;19892674;2015-04-01 00:00:00;2015-04-04 00:00:00;2017-01-24 00:00:00
VEGETACIÓN;INIC REAN GERE;Año;2531399;19879161;2015-06-12 00:00:00;2015-06-12 00:00:00;2016-05-13 00:00:00
VEGETACIÓN;INIC ENPT REAN GERE;Año;2531367;19891952;2015-06-12 00:00:00;2015-06-12 00:00:00;2015-10-10 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2549321;19891933;2015-04-12 00:00:00;2015-04-12 00:00:00;2016-04-07 00:00:00
VEGETACIÓN;INIC COND GERE;Mes;2496897;19892057;2016-03-16 00:00:00;2016-03-16 00:00:00;2016-05-07 00:00:00
VEGETACIÓN;INIC ENPT GEAM;sin_prioridad;2530688;19892468;2015-06-19 00:00:00;2015-06-19 00:00:00;2015-07-03 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2549389;19892466;2015-04-11 00:00:00;2015-04-11 00:00:00;2016-03-19 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2551060;19892247;2015-03-29 00:00:00;2015-03-29 00:00:00;2016-02-21 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2976722;19865993;2013-11-28 00:00:00;2013-11-28 00:00:00;2014-06-05 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2548947;19892452;2015-04-17 00:00:00;2015-04-17 00:00:00;2016-04-22 00:00:00
VEGETACIÓN;INIC GEAM;Año;2550791;19892218;2015-04-01 00:00:00;2015-04-02 00:00:00;2016-03-19 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2547351;19892207;2015-05-02 00:00:00;2015-05-02 00:00:00;2016-03-02 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2547349;19892198;2015-05-02 00:00:00;2015-05-02 00:00:00;2016-03-02 00:00:00
VEGETACIÓN;INIC ENPT GERE;Tres años;2549841;19892653;2015-04-01 00:00:00;2015-04-09 00:00:00;2018-09-12 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2551003;19892232;2015-03-29 00:00:00;2015-03-29 00:00:00;2016-03-02 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2582257;19892439;2014-05-25 00:00:00;2014-05-25 00:00:00;2016-03-06 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2535616;19891965;2015-05-23 00:00:00;2015-05-23 00:00:00;2016-03-19 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2549329;19891956;2015-04-12 00:00:00;2015-04-12 00:00:00;2016-05-06 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2549325;19891956;2015-04-12 00:00:00;2015-04-12 00:00:00;2016-04-14 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2549324;19891956;2015-04-12 00:00:00;2015-04-12 00:00:00;2016-04-14 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2548969;19892368;2015-04-17 00:00:00;2015-04-17 00:00:00;2016-03-19 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2548964;19892368;2015-04-17 00:00:00;2015-04-17 00:00:00;2016-05-11 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2742697;19892482;2014-03-08 00:00:00;2014-03-08 00:00:00;2015-12-02 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2549188;19892107;2015-04-15 00:00:00;2015-04-15 00:00:00;2016-05-07 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2544549;19892090;2015-05-16 00:00:00;2015-05-16 00:00:00;2016-03-02 00:00:00
VEGETACIÓN;INIC COND ENPT GERE;Semestre;2557749;19892554;2015-01-04 00:00:00;2015-01-04 00:00:00;2016-08-28 00:00:00
VEGETACIÓN;INIC GERE;Año;2580958;19879161;2014-06-08 00:00:00;2014-06-08 00:00:00;2016-05-04 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2562689;19891503;2014-10-09 00:00:00;2014-10-11 00:00:00;2016-08-27 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2972162;19883330;2014-01-30 00:00:00;2014-01-30 00:00:00;2015-12-10 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2582256;19892416;2014-05-25 00:00:00;2014-05-25 00:00:00;2016-05-11 00:00:00
VEGETACIÓN;INIC COND ENPT CO19 GERE;Mes;2742785;19892484;2014-03-07 00:00:00;2014-03-07 00:00:00;2016-09-03 00:00:00
VEGETACIÓN;INIC COND GEAM REAN;Trimestre;2549391;19892466;2015-04-11 00:00:00;2015-04-11 00:00:00;2016-05-11 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2996180;19892289;2013-08-03 00:00:00;2013-08-03 00:00:00;2015-11-23 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2525034;19891957;2015-07-16 00:00:00;2015-08-01 00:00:00;2016-03-19 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2524992;19891943;2015-07-16 00:00:00;2015-08-02 00:00:00;2016-07-24 00:00:00
VEGETACIÓN;INIC ENPT GERE PRER;Tres años;2550530;19892154;2015-04-01 00:00:00;2015-04-03 00:00:00;2017-12-30 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2525904;19891941;2015-07-16 00:00:00;2015-07-24 00:00:00;2016-04-18 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2525793;19891938;2015-07-16 00:00:00;2015-07-25 00:00:00;2016-07-15 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2525791;19891938;2015-07-16 00:00:00;2015-07-25 00:00:00;2016-07-14 00:00:00
VEGETACIÓN;INIC GEAM REAN;Año;2525712;19891937;2015-07-16 00:00:00;2015-07-25 00:00:00;2016-05-29 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2525774;19891937;2015-07-16 00:00:00;2015-07-25 00:00:00;2016-03-20 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2525724;19891937;2015-07-16 00:00:00;2015-07-25 00:00:00;2016-05-29 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2525694;19891936;2015-07-16 00:00:00;2015-07-25 00:00:00;2016-04-11 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2525676;19891934;2015-07-16 00:00:00;2015-07-26 00:00:00;2016-03-20 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2525674;19891934;2015-07-16 00:00:00;2015-07-26 00:00:00;2016-03-20 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2525525;19891931;2015-07-16 00:00:00;2015-07-26 00:00:00;2016-03-20 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2525510;19891930;2015-07-16 00:00:00;2015-07-26 00:00:00;2016-03-20 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2525507;19891930;2015-07-16 00:00:00;2015-07-26 00:00:00;2016-06-01 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2525442;19891928;2015-07-16 00:00:00;2015-07-29 00:00:00;2016-03-20 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2525415;19891927;2015-07-16 00:00:00;2015-07-29 00:00:00;2016-03-20 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2525413;19891927;2015-07-16 00:00:00;2015-07-29 00:00:00;2016-03-20 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2525405;19891926;2015-07-16 00:00:00;2015-07-29 00:00:00;2016-03-20 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2525398;19891925;2015-07-16 00:00:00;2015-07-29 00:00:00;2016-03-20 00:00:00
VEGETACIÓN;INIC ENPT REAN GERE;Año;2525366;19891923;2015-07-16 00:00:00;2015-07-29 00:00:00;2016-04-15 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2525365;19891923;2015-07-16 00:00:00;2015-07-29 00:00:00;2016-03-20 00:00:00
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2525299;19891922;2015-07-16 00:00:00;2015-07-30 00:00:00;2016-03-20 00:00:00
VEGETACIÓN;INIC GEAM REAN;Año;2525294;19891921;2015-07-16 00:00:00;2015-07-30 00:00:00;2016-03-19 00:00:00
VEGETACIÓN;INIC GEAM REAN;Año;2525256;19891916;2015-07-16 00:00:00;2015-07-31 00:00:00;2016-03-19 00:00:00
VEGETACIÓN;INIC GEAM REAN;Año;2525257;19891916;2015-07-16 00:00:00;2015-07-31 00:00:00;2016-03-20 00:00:00
VEGETACIÓN;INIC GERE;Año;2531412;19866160;2015-06-12 00:00:00;2015-06-26 00:00:00;2016-10-09 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2526640;19879167;2015-07-16 00:00:00;2015-07-17 00:00:00;2016-03-19 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2526510;19879165;2015-07-16 00:00:00;2015-07-17 00:00:00;2016-03-19 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2526401;19879156;2015-07-16 00:00:00;2015-07-18 00:00:00;2016-05-07 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2529793;19892371;2015-06-26 00:00:00;2015-06-26 00:00:00;2016-03-19 00:00:00
VEGETACIÓN;INIC GERE;Dos años;2529791;19892366;2015-06-26 00:00:00;2015-06-26 00:00:00;2016-05-11 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2526776;19891889;2015-07-16 00:00:00;2015-07-16 00:00:00;2016-03-19 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2526700;19891881;2015-07-16 00:00:00;2015-07-16 00:00:00;2016-03-19 00:00:00
VEGETACIÓN;INIC ENPT REAN CO19 GERE;Año;2512605;19883487;2015-10-28 00:00:00;2015-10-28 00:00:00;2016-07-02 00:00:00
VEGETACIÓN;INIC CO19 GERE;Año;2556029;19866088;2015-01-17 00:00:00;2015-01-17 00:00:00;2016-06-18 00:00:00
VEGETACIÓN;INIC CO19 GERE;Año;2556030;19866088;2015-01-17 00:00:00;2015-01-17 00:00:00;2016-06-18 00:00:00
VEGETACIÓN;INIC CO19 GERE;Año;2556028;19866088;2015-01-17 00:00:00;2015-01-17 00:00:00;2016-06-18 00:00:00
VEGETACIÓN;INIC ENPT REAN GERE;Año;2556076;19866076;2015-01-17 00:00:00;2015-01-17 00:00:00;2016-12-11 00:00:00
VEGETACIÓN;INIC GERE;Año;2556073;19866074;2015-01-17 00:00:00;2015-01-17 00:00:00;2016-06-18 00:00:00
VEGETACIÓN;INIC GEAM;Año;2556066;19866069;2015-01-17 00:00:00;2015-01-17 00:00:00;2016-06-18 00:00:00
VEGETACIÓN;INIC GERE;Año;2556065;19866062;2015-01-17 00:00:00;2015-01-17 00:00:00;2016-06-18 00:00:00
VEGETACIÓN;INIC GERE;Año;2556063;19866059;2015-01-17 00:00:00;2015-01-17 00:00:00;2016-06-18 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2556059;19866039;2015-01-17 00:00:00;2015-01-17 00:00:00;2016-10-23 00:00:00
VEGETACIÓN;INIC GEAM;Año;2556062;19866036;2015-01-17 00:00:00;2015-01-17 00:00:00;2016-06-18 00:00:00
VEGETACIÓN;INIC ENPT GERE;Tres años;2556060;19866030;2015-01-17 00:00:00;2015-01-17 00:00:00;2016-10-26 00:00:00
VEGETACIÓN;INIC COND ENPT REAN GERE;Semestre;2555355;19874661;2015-01-24 00:00:00;2015-01-24 00:00:00;2016-09-10 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2555345;19874658;2015-01-24 00:00:00;2015-01-24 00:00:00;2016-08-27 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2553468;19874656;2015-02-21 00:00:00;2015-02-21 00:00:00;2016-09-02 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2555341;19874655;2015-01-24 00:00:00;2015-01-24 00:00:00;2016-08-27 00:00:00
VEGETACIÓN;INIC ENPT CO19 GERE;Año;2555344;19874654;2015-01-24 00:00:00;2015-01-24 00:00:00;2016-08-28 00:00:00
VEGETACIÓN;INIC COND ENPT CO19 GERE;Semestre;2553501;19874653;2015-01-04 00:00:00;2015-02-21 00:00:00;2016-08-28 00:00:00
VEGETACIÓN;INIC ENPT GERE;Semestre;2555722;19874712;2014-11-08 00:00:00;2015-01-22 00:00:00;2016-10-08 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2528070;19892448;2015-07-05 00:00:00;2015-07-08 00:00:00;2016-05-09 00:00:00
VEGETACIÓN;INIC ENPT REAN GERE;Año;2551021;19892236;2015-03-29 00:00:00;2015-03-29 00:00:00;2016-03-02 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2528271;19892447;2015-07-05 00:00:00;2015-07-05 00:00:00;2016-05-09 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2528092;19892447;2015-07-05 00:00:00;2015-07-08 00:00:00;2016-05-09 00:00:00
VEGETACIÓN;INIC COND ENPT GERE;Semestre;2555718;19874709;2014-11-08 00:00:00;2015-01-22 00:00:00;2015-12-06 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2528065;19892442;2015-07-05 00:00:00;2015-07-08 00:00:00;2016-05-10 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2555353;19874644;2015-01-24 00:00:00;2015-01-24 00:00:00;2016-07-02 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Dos años;2528060;19892441;2015-07-05 00:00:00;2015-07-08 00:00:00;2016-05-10 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2528056;19892439;2015-07-05 00:00:00;2015-07-08 00:00:00;2016-05-10 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2528280;19892435;2015-07-05 00:00:00;2015-07-05 00:00:00;2016-05-12 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2528055;19892435;2015-07-05 00:00:00;2015-07-08 00:00:00;2016-05-12 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2528051;19892435;2015-07-05 00:00:00;2015-07-08 00:00:00;2016-05-12 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2528050;19892435;2015-07-05 00:00:00;2015-07-08 00:00:00;2016-05-11 00:00:00
VEGETACIÓN;INIC COND ENPT GERE;Semestre;2528048;19892433;2015-07-05 00:00:00;2015-07-08 00:00:00;2016-05-12 00:00:00
VEGETACIÓN;INIC COND ENPT GERE;Semestre;2528278;19892433;2015-07-05 00:00:00;2015-07-05 00:00:00;2016-05-12 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2528277;19892432;2015-07-05 00:00:00;2015-07-05 00:00:00;2016-05-12 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2528045;19892432;2015-07-05 00:00:00;2015-07-08 00:00:00;2016-05-12 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2528276;19892432;2015-07-05 00:00:00;2015-07-05 00:00:00;2016-05-12 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;1118417;19892416;2012-05-19 00:00:00;2012-05-19 00:00:00;2016-05-11 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2528245;19892407;2015-07-05 00:00:00;2015-07-08 00:00:00;2016-05-11 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2526502;19879165;2015-07-16 00:00:00;2015-07-17 00:00:00;2016-04-11 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2526500;19879165;2015-07-16 00:00:00;2015-07-17 00:00:00;2016-04-11 00:00:00
VEGETACIÓN;INIC ENPT REAN GERE;Año;2549322;19891933;2015-04-12 00:00:00;2015-04-12 00:00:00;2016-04-07 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2581628;19892299;2014-05-31 00:00:00;2014-05-31 00:00:00;2016-03-19 00:00:00
VEGETACIÓN;INIC ENPT GERE;Año;2563257;19891530;2014-10-09 00:00:00;2014-10-09 00:00:00;2016-08-27 00:00:00
VEGETACIÓN;INIC REAN GERE;Año;2525227;19891962;2015-07-16 00:00:00;2015-07-31 00:00:00;2016-06-08 00:00:00
VEGETACIÓN;INIC GEAM REAN;Año;2525218;19891961;2015-07-16 00:00:00;2015-07-31 00:00:00;2016-06-02 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2528079;19892444;2015-07-05 00:00:00;2015-07-08 00:00:00;2016-05-10 00:00:00
VEGETACIÓN;INIC ENPT TAMB GERE PRER;Año;2497179;19892384;2016-03-11 00:00:00;2016-03-11 00:00:00;2018-07-12 00:00:00
VEGETACIÓN;INIC ENPT TAMB GERE PRER;Año;2497179;19892384;2016-03-11 00:00:00;2018-03-25 00:00:00;2018-07-12 00:00:00
VEGETACIÓN;INIC ENPT GEAM;Año;2528075;19892443;2015-07-05 00:00:00;2015-07-08 00:00:00;2016-05-10 00:00:00
PERMISO INGRESO;INIC GEAM AMPO;Año;2489028;19892268;2016-06-03 00:00:00;2016-06-04 00:00:00;2018-11-04 00:00:00
PERMISO INGRESO;INIC GEAM AMPO;Año;2489028;19892268;2016-06-03 00:00:00;2017-10-20 00:00:00;2018-11-04 00:00:00
VEGETACIÓN;INIC ENPT REAN GERE;Año;2549385;19892465;2015-04-11 00:00:00;2015-04-11 00:00:00;2016-03-31 00:00:00
OBRAS;PLAN ENPT REAN EESP GERE;Tres años;2556167;19866034;2015-01-08 00:00:00;2015-01-16 00:00:00;2016-10-06 00:00:00
CONSTRUCCIONES;INIC GEAM;Semestre;1107874;19891923;2012-07-15 00:00:00;2012-07-15 00:00:00;1970-01-01 00:00:00
CONSTRUCCIONES;INIC GEAM;Semestre;1107904;19891987;2012-07-15 00:00:00;2012-07-15 00:00:00;1970-01-01 00:00:00
CONSTRUCCIONES;INIC SCOR GEAM REAN;Año;2526780;19891889;2015-07-16 00:00:00;2015-07-16 00:00:00;1970-01-01 00:00:00
CONSTRUCCIONES;INIC REAN EESP GERE;Tres años;2550582;19892185;2015-04-01 00:00:00;2015-04-03 00:00:00;2018-04-06 00:00:00
